# N Sco 2012
# 2012-06-25T01:28:12.300
# 
#     Wavelength       Flux    Uncertainty       Counts  Uncertainty
# 
       4240.5898  7.91649e-14  1.19324e-15      4524.47      68.1967
       4242.0668  7.84991e-14  1.18591e-15      4495.41      67.9137
       4243.5438  7.77594e-14  1.17777e-15      4461.98      67.5829
       4245.0208  7.48711e-14  1.15867e-15      4304.40      66.6130
       4246.4977  7.30500e-14  1.14351e-15      4207.68      65.8664
       4247.9747  7.25998e-14  1.13838e-15      4189.44      65.6913
       4249.4517  7.21532e-14  1.13289e-15      4170.50      65.4817
       4250.9287  7.17814e-14  1.13131e-15      4155.72      65.4963
       4252.4057  7.10280e-14  1.12368e-15      4118.70      65.1590
       4253.8826  6.97216e-14  1.11208e-15      4048.95      64.5819
       4255.3596  6.81681e-14  1.09710e-15      3964.95      63.8124
       4256.8366  6.67755e-14  1.08801e-15      3890.14      63.3843
       4258.3136  6.34039e-14  1.05905e-15      3700.17      61.8046
       4259.7906  6.13522e-14  1.04217e-15      3586.52      60.9228
       4261.2675  6.22100e-14  1.04429e-15      3642.42      61.1436
       4262.7445  6.23911e-14  1.04543e-15      3659.19      61.3133
       4264.2215  6.43029e-14  1.06000e-15      3777.68      62.2733
