# N Sco 2012
# 2012-07-19T01:06:17.200
# 
#     Wavelength       Flux    Uncertainty       Counts  Uncertainty
# 
       4631.6515  5.06285e-14  7.86872e-16      4342.94      67.4982
       4637.3611  5.01997e-14  7.81079e-16      4320.65      67.2270
       4643.0708  4.52424e-14  7.42065e-16      3906.68      64.0773
       4648.7805  4.05498e-14  7.02735e-16      3513.78      60.8945
       4654.4902  4.02310e-14  6.96570e-16      3499.51      60.5914
       4660.1999  3.88611e-14  6.85125e-16      3394.69      59.8486
       4665.9096  3.70715e-14  6.70946e-16      3253.60      58.8858
       4671.6193  3.72463e-14  6.71984e-16      3285.82      59.2816
       4677.3290  3.56534e-14  6.51507e-16      3162.87      57.7963
       4683.0387  3.30419e-14  6.27966e-16      2948.63      56.0390
       4688.7483  2.80513e-14  5.80353e-16      2518.89      52.1133
       4694.4580  2.69035e-14  5.66946e-16      2431.55      51.2407
       4700.1677  2.37856e-14  5.30034e-16      2164.21      48.2268
       4705.8774  2.12528e-14  5.05886e-16      1947.09      46.3469
       4711.5871  2.07676e-14  4.93416e-16      1916.05      45.5232
       4717.2968  2.08226e-14  4.98342e-16      1935.09      46.3120
       4723.0065  1.87548e-14  4.71022e-16      1756.09      44.1038
       4728.7162  1.95259e-14  4.80022e-16      1842.56      45.2971
       4734.4258  1.84519e-14  4.63249e-16      1754.96      44.0596
       4740.1355  1.80311e-14  4.54294e-16      1728.45      43.5483
       4745.8452  1.61850e-14  4.35694e-16      1563.75      42.0956
       4751.5549  1.56809e-14  4.25259e-16      1527.32      41.4201
       4757.2646  1.50714e-14  4.11695e-16      1479.83      40.4233
       4762.9743  1.47973e-14  4.05929e-16      1464.59      40.1775
       4768.6840  1.41331e-14  4.00476e-16      1409.79      39.9480
       4774.3937  1.41889e-14  3.99188e-16      1426.05      40.1203
       4780.1033  1.36775e-14  3.91822e-16      1384.51      39.6623
       4785.8130  1.32061e-14  3.86254e-16      1345.84      39.3633
       4791.5227  1.36912e-14  3.92089e-16      1404.16      40.2124
       4797.2324  1.45750e-14  4.02025e-16      1503.73      41.4779
       4802.9421  1.54193e-14  4.11900e-16      1599.94      42.7398
       4808.6518  1.73820e-14  4.29534e-16      1813.74      44.8202
       4814.3615  1.88672e-14  4.47443e-16      1979.69      46.9492
       4820.0712  2.03551e-14  4.60693e-16      2147.30      48.5993
       4825.7809  2.24423e-14  4.80437e-16      2379.90      50.9480
       4831.4905  2.48429e-14  5.00392e-16      2647.90      53.3348
       4837.2002  3.18311e-14  5.58964e-16      3409.39      59.8699
       4842.9099  4.76841e-14  6.76170e-16      5131.56      72.7666
       4848.6196  7.40373e-14  8.35917e-16      8003.46      90.3630
       4854.3293  9.97548e-14  9.68265e-16      10831.0      105.131
       4860.0390  1.15828e-13  1.04173e-15      12631.5      113.605
       4865.7487  1.17183e-13  1.04526e-15      12834.9      114.487
       4871.4584  1.00727e-13  9.65373e-16      11078.8      106.180
       4877.1680  7.19037e-14  8.15573e-16      7940.30      90.0634
       4882.8777  4.73330e-14  6.65450e-16      5246.90      73.7657
       4888.5874  3.35863e-14  5.64206e-16      3737.10      62.7784
       4894.2971  3.15636e-14  5.47647e-16      3525.14      61.1632
       4900.0068  4.01873e-14  6.11724e-16      4504.94      68.5734
       4905.7165  5.63159e-14  7.17562e-16      6336.05      80.7323
       4911.4262  7.50865e-14  8.26992e-16      8478.05      93.3760
       4917.1359  8.77270e-14  8.90209e-16      9940.00      100.866
       4922.8455  9.27874e-14  9.13925e-16      10549.2      103.906
       4928.5552  8.86687e-14  8.93190e-16      10113.2      101.874
       4934.2649  7.48098e-14  8.20418e-16      8557.60      93.8488
       4939.9746  5.63006e-14  7.12099e-16      6459.12      81.6960
       4945.6843  3.90962e-14  5.95333e-16      4497.96      68.4921
       4951.3940  2.80203e-14  5.09393e-16      3232.67      58.7682
       4957.1037  2.31527e-14  4.66125e-16      2678.48      53.9248
       4962.8134  2.21055e-14  4.55397e-16      2563.84      52.8178
       4968.5231  2.29042e-14  4.63158e-16      2662.84      53.8466
       4974.2327  2.44679e-14  4.78229e-16      2851.33      55.7299
       4979.9424  2.66672e-14  4.97666e-16      3114.90      58.1304
       4985.6521  2.95732e-14  5.21303e-16      3462.23      61.0305
       4991.3618  3.66623e-14  5.75324e-16      4301.78      67.5059
       4997.0715  5.00964e-14  6.64386e-16      5890.72      78.1237
       5002.7812  6.91777e-14  7.76188e-16      8150.34      91.4485
       5008.4909  8.98769e-14  8.83067e-16      10607.8      104.225
       5014.2006  1.01109e-13  9.35786e-16      11954.7      110.644
       5019.9102  1.03477e-13  9.44050e-16      12256.6      111.820
       5025.6199  9.53203e-14  9.06620e-16      11310.8      107.580
       5031.3296  7.65989e-14  8.14119e-16      9106.46      96.7866
       5037.0393  5.74017e-14  7.06609e-16      6837.49      84.1687
       5042.7490  4.24885e-14  6.08739e-16      5071.08      72.6541
       5048.4587  3.42499e-14  5.50492e-16      4095.90      65.8326
       5054.1684  2.99418e-14  5.14206e-16      3588.06      61.6195
       5059.8781  2.65849e-14  4.86185e-16      3192.35      58.3819
       5065.5878  2.46397e-14  4.69363e-16      2965.08      56.4820
       5071.2974  2.28304e-14  4.53110e-16      2753.25      54.6432
       5077.0071  2.14521e-14  4.39895e-16      2592.62      53.1641
       5082.7168  2.10175e-14  4.36026e-16      2545.89      52.8167
       5088.4265  2.09386e-14  4.34342e-16      2542.45      52.7397
       5094.1362  2.15889e-14  4.40745e-16      2627.82      53.6480
       5099.8459  2.16404e-14  4.39767e-16      2640.56      53.6604
       5105.5556  2.20304e-14  4.43483e-16      2694.91      54.2499
       5111.2653  2.31348e-14  4.53616e-16      2837.14      55.6291
       5116.9749  2.38857e-14  4.58369e-16      2937.99      56.3805
       5122.6846  2.45976e-14  4.64962e-16      3034.75      57.3650
       5128.3943  2.72911e-14  4.85197e-16      3377.53      60.0476
       5134.1040  3.11437e-14  5.15734e-16      3866.42      64.0273
       5139.8137  3.75075e-14  5.61859e-16      4671.82      69.9835
       5145.5234  4.98305e-14  6.43922e-16      6227.39      80.4719
       5151.2331  7.02283e-14  7.60232e-16      8806.06      95.3270
       5156.9428  9.16069e-14  8.63387e-16      11525.7      108.628
       5162.6524  1.05800e-13  9.25255e-16      13356.9      116.811
       5168.3621  1.10018e-13  9.41835e-16      13937.1      119.312
       5174.0718  1.07497e-13  9.27010e-16      13664.4      117.836
       5179.7815  9.75538e-14  8.84022e-16      12443.1      112.758
